epoch,train_loss,pixel,mae,percep,id,ssim,val_loss,lr
1,0.11724102878686482,0.012896747904945908,0.0777564698519303,0.54847217968256,0.5190892487619453,0.3653052200954196,,0.0001
2,0.0947209616256591,0.008017138643280831,0.061132330501775106,0.480654398882022,0.41018324525275146,0.2842331632512895,,0.0001
3,0.08876619208453154,0.007202628310890551,0.05740854615946353,0.45585449711333603,0.382336555752221,0.2641389264183261,,0.0001
4,0.08537373912175046,0.006765091692880883,0.05538928721891037,0.441429106763155,0.3649621096528716,0.25277185681573383,,0.0001
5,0.08269849182914103,0.00635473211552507,0.05329680864546732,0.43091568145508513,0.35163114276658775,0.24406198014896152,0.08008259270460374,0.0001
6,0.0808779832754568,0.006143076104569329,0.05235639426138741,0.42319759777241434,0.34051909170912,0.2377431587326662,,0.0001
7,0.07924773027845682,0.005901152783147448,0.05108230867131796,0.41660469572393394,0.3332200344996089,0.23245675521306514,,0.0001
8,0.07790520866937344,0.005705780617974251,0.04999345119263693,0.41130421640324244,0.32535164453077164,0.22816143647391754,,0.0001
9,0.07657210128547887,0.005476781117278521,0.0486566247916637,0.4063937146234744,0.31938681768395333,0.22396416911429678,,0.0001
10,0.07549441325051084,0.00531377438761481,0.04768715165495099,0.40221965515826086,0.3136839672826484,0.22053117347304593,0.07699229933561817,0.0001
11,0.07463689777559361,0.005210611306401075,0.04708773473721462,0.39865032504984393,0.3086783261531949,0.21765696041201463,,0.0001
12,0.07375649534878313,0.0050603846669939724,0.046178033216169624,0.39530007833406644,0.30400034443534174,0.2150829491874194,,0.0001
13,0.07313554805237045,0.0049910029291508895,0.04583042336558407,0.3925765168338386,0.30053031560474314,0.2129854673891052,,0.0001
14,0.07239338256587761,0.004870753317378533,0.04508944276291605,0.38980048962504976,0.2966950643246139,0.2106668413941246,,0.0001
15,0.07196354330479615,0.004851597183530417,0.045120622609505,0.387472537580147,0.2932792775683117,0.20919836089135763,0.0716652139059959,0.0001
16,0.07136259733954357,0.004755370706248865,0.04440453575208566,0.3852458738237378,0.29063146270364765,0.20735869966024711,,0.0001
17,0.07078982034405298,0.004659319904027582,0.04373512517606516,0.3831397666198894,0.2875200318386914,0.20567809699806633,,0.0001
18,0.07044089976184952,0.004634614258203082,0.04370721729360581,0.38135515240351614,0.28510664487967036,0.20448980947754178,,0.0001
19,0.06989951716129165,0.004529848438197055,0.04287978601936293,0.37952582748241515,0.28274203463785075,0.2030168583366048,,0.0001
20,0.06956045835534024,0.004503489258386666,0.04286528270347482,0.3779038457468611,0.28015692830327266,0.20178485776462277,0.06941725801556341,0.0001
21,0.06913719221804672,0.004431749939332857,0.0422617031904345,0.3764145331550842,0.27777880100560537,0.20060029577590657,,0.0001
22,0.06874593180367297,0.00435636449617302,0.04163487510064336,0.37506552535672244,0.2761098195465109,0.1995842787686198,,0.0001
23,0.06850235229675058,0.0043352203599495796,0.04159806941362699,0.37386939349785037,0.2747976569220351,0.19872407946053355,,0.0001
24,0.06813594329697677,0.0042755613650679826,0.041200819242642996,0.3724791038558008,0.2724325555215199,0.19768062876341216,,0.0001
25,0.06787941648022572,0.0042491801295541165,0.041034706688608306,0.37133342824646876,0.2704295175002112,0.19689126546997304,0.06879699898342932,0.0001
26,0.06760156247010107,0.004209245416800668,0.0407740481173683,0.37025924903647056,0.26908925725101845,0.1959809363371356,,0.0001
27,0.0675106255074954,0.004238279026554145,0.04119488651557815,0.36932605468763136,0.26722276069501616,0.19548023674437834,,0.0001
28,0.067162893966106,0.0041584249159828356,0.040465202345550545,0.3683227802501505,0.2660477855869205,0.1946519197868953,,0.0001
29,0.06691228951866372,0.00411045485715015,0.03999491173598909,0.36751109144289645,0.26480538029724815,0.19403179330416204,,0.0001
30,0.066696015888496,0.004072916911910416,0.03976941175118837,0.36668943098143975,0.2635430494501486,0.19341783102366295,0.06717574606018682,0.0001
31,0.06650892795460538,0.004069861733864818,0.039836259812382285,0.36572510933856717,0.26204545124519973,0.19262473635387575,,0.0001
32,0.0663002105203353,0.004035280821950596,0.03962507315064558,0.36491816361680796,0.26107906782018503,0.19199814271888238,,0.0001
33,0.06615287934639755,0.004019489457319087,0.03955064993804529,0.3642638933813166,0.2598107782233283,0.19153826535231097,,0.0001
34,0.06598125712121905,0.003998617197287298,0.039407407203794875,0.3635460065384931,0.2580822610101592,0.19106474707153667,,0.0001
35,0.06576170115407128,0.0039650551394394915,0.039088795526101096,0.3627572813866784,0.2573096398113226,0.19038940707713703,0.06703856337455011,0.0001
36,0.06565455445714863,0.0039508137499122626,0.03907916819709965,0.3622201675823867,0.2565870983118563,0.19007935062219877,,0.0001
37,0.06548392590032694,0.003925965921357093,0.03888547203444681,0.3616397181824695,0.2553007586631242,0.18952432255497628,,0.0001
38,0.06532968102835082,0.003908698394029693,0.03875788900928762,0.36101905731076744,0.25436541956141473,0.18899632616019907,,0.0001
39,0.06517838520364688,0.0038858533103314848,0.03862105724454602,0.3604204815297691,0.2535606432989892,0.18852770265729152,,0.0001
40,0.06509696201359433,0.0038864834266571354,0.038768589484537055,0.35994329662145247,0.25259689508516164,0.1881331978199741,0.06577312030619191,0.0001
41,0.06495826970031138,0.0038603549767315774,0.03845924087400085,0.35947839705638795,0.25173390782294824,0.18786810775630092,,0.0001
42,0.06479185605889588,0.003839183181397484,0.0383518649841775,0.3587905006480178,0.2511481705877924,0.18726953294134216,,0.0001
43,0.06471458236223489,0.003839051164158377,0.038319493302806755,0.3583913883088667,0.2500113467391538,0.18704328380488885,,0.0001
44,0.0645283052978533,0.003797395371249311,0.03794273523979094,0.3578974469361081,0.2494500748559567,0.18652389859071233,,0.0001
45,0.06447760672331146,0.003797884074468437,0.038073127577609625,0.35751546612628277,0.2487938316294401,0.18632924107523752,0.06594937941239726,0.0001
46,0.06438381893551234,0.0037988179576140943,0.03813145919348229,0.35705100552962316,0.24745510519758424,0.18592202194892413,,0.0001
47,0.06425681275827282,0.003779473721888973,0.03797597076888747,0.3565940638608639,0.24706011869291045,0.18549733301035976,,0.0001
48,0.06413791921273526,0.003759389414906357,0.03778479313492968,0.3561352970775947,0.2465320169394368,0.1852119954324039,,0.0001
49,0.06406814740545069,0.0037519068108506294,0.03782939182132531,0.3558044829186976,0.2458094912588693,0.1849475691828581,,0.0001
50,0.06392163179235191,0.003728857365809683,0.03760559646476126,0.3553671730588669,0.24507047269777116,0.18444791639063696,0.0654544159048988,0.0001
51,0.06389686165187308,0.0037438047221881403,0.03787711767458645,0.35499821873789283,0.24389302932221074,0.18426591921084512,,0.0001
52,0.06380142409783128,0.003737219789886554,0.03790473456326963,0.35450618657339333,0.24360186814344104,0.18387092352879492,,0.0001
53,0.06369708690677604,0.0037117920551038492,0.037680031091723486,0.3542349612886747,0.24215046667782184,0.18372289819501014,,0.0001
54,0.06356163546020344,0.00368413172558107,0.03739536072865636,0.35388596360745267,0.24230706942912245,0.1832629942140471,,0.0001
55,0.06356007705715816,0.00370109323004632,0.037554021290770616,0.35362693710883586,0.24178618503012958,0.18323024986628775,0.06501296369298812,0.0001
56,0.06344990325394287,0.0036802646484017684,0.03737270800363592,0.35328777218946955,0.24142481081151498,0.18289341377864202,,0.0001
57,0.06329512587677524,0.00364589969483408,0.03712795806725659,0.3528393651668218,0.24081129904359433,0.18244379667061075,,0.0001
58,0.06325503898787536,0.0036454395360103545,0.037143099954958576,0.3526369008677898,0.2399710037864781,0.18231888074349353,,0.0001
59,0.06320455601526427,0.0036503474436197702,0.03720744854711733,0.3523537586148786,0.2390758822184521,0.18207328077073615,,0.0001
60,0.06316352697810826,0.003650280388488738,0.03731348742300726,0.3520652553492272,0.23865155478399036,0.1818885567992008,0.06501674284377405,0.0001
61,0.06308411538443941,0.0036361899958603458,0.03718012088918802,0.35177904321560016,0.23798772858114645,0.18172130539312933,,0.0001
62,0.06291234228198493,0.003596496970560311,0.0368282198422925,0.35138632644517304,0.23758432160416917,0.18118546383887094,,0.0001
63,0.06291512966856384,0.0036057041825143985,0.03694912090873409,0.3512417092508783,0.2368030766903678,0.18122310707016548,,0.0001
64,0.0628167638008753,0.00358870071532564,0.03682736489722563,0.3509217478226224,0.2367487925691968,0.18085662704232833,,0.0001
65,0.0628075602447774,0.003601389579743606,0.03693500843587387,0.3507439065935932,0.2361541714646055,0.18076736295242557,0.0642838231257854,0.0001
66,0.06269166566660957,0.0035743949807670143,0.03664228004951338,0.3504585858971798,0.23598521024085328,0.18047330836422826,,0.0001
67,0.06262342024419451,0.0035612019168732257,0.03659827218238548,0.3502210965998942,0.23571504157404846,0.18023129891924186,,0.0001
68,0.06257272930740344,0.0035635248821672518,0.03670262613120931,0.34995114841955793,0.23430206951484495,0.18000805175091883,,0.0001
69,0.06256602513128394,0.003565397003184056,0.03668589304039795,0.3498392189872516,0.23486059134889462,0.17999509735277444,,0.0001
70,0.06246530319257629,0.0035520215594999167,0.036620276637459884,0.3494669059155633,0.23411450559209965,0.1796341721010749,0.06437454204405507,0.0001
71,0.06239957622036555,0.003535345500686796,0.03652247884484367,0.3493260547784391,0.2332580443260349,0.17946795662759382,,0.0001
72,0.06232155408450618,0.003521034496683911,0.03640438560275678,0.34907624779972496,0.23283379602229382,0.17924117235349102,,0.0001
73,0.06227274250233096,0.0035076594529062136,0.03621101781206637,0.34898362725345206,0.2328868124458933,0.17916749169026627,,0.0001
74,0.062230682341650585,0.0035234051003729143,0.03647564739182084,0.348570406847487,0.23200302562605427,0.17882640406223713,,0.0001
75,0.062229518366545875,0.00352361525550056,0.036475718724790426,0.34853542169836776,0.23150306297662385,0.1788975746164059,0.06405272226660483,0.0001
76,0.062145896947292105,0.0035058416424672357,0.03627211432843627,0.34829470662572204,0.2316585483219674,0.17866786609206053,,0.0001
77,0.0620996962411622,0.003496375324535131,0.03628167898410771,0.34817068145959074,0.2310845159368538,0.1784723847862967,,0.0001
78,0.062024932662613774,0.0034881074468694276,0.036232729664304845,0.3479199903131111,0.23047247318916228,0.17816827295278614,,0.0001
79,0.061980164656641995,0.0034795020130724075,0.036179104599516045,0.34776251856086704,0.2299863866966586,0.17806635480645797,,0.0001
80,0.06197029307810665,0.003489471047835929,0.036311716309218776,0.3475405113285519,0.22952798798656154,0.17800318190112493,0.06426550733946985,0.0001
81,0.06187598899948732,0.003468354261477253,0.036147841115027814,0.3472990239555291,0.2294065191665577,0.1776888193245645,,0.0001
82,0.06180373979566356,0.0034553434758641827,0.035991429699950124,0.3471395748409305,0.2291174760175872,0.17744119892823637,,0.0001
83,0.06178980968542385,0.0034587231247325094,0.036027967061913864,0.34696689035556305,0.22852723971854538,0.17746327322344727,,0.0001
84,0.06172285516666342,0.0034453097730497654,0.03599833805609126,0.3468166699140926,0.22831387285330307,0.17712904727826048,,0.0001
85,0.06168155008066609,0.003442986110018527,0.03595422265365889,0.34657290466793933,0.2283253361209865,0.17702596800060674,0.06394411560989195,0.0001
86,0.06161359407466563,0.0034246419332287542,0.035802493887731573,0.34649585899889374,0.2274098107455422,0.1768501759348271,,0.0001
87,0.061580430837031123,0.003425321975878381,0.03585332794178343,0.3462930102643936,0.22722057491009587,0.17668268152148836,,0.0001
88,0.06151311838549579,0.003410879121429168,0.03570525247959882,0.3461278142042253,0.22687998827021552,0.17650131617991233,,0.0001
89,0.06149590386129083,0.0034152058929029848,0.03580660782633666,0.3459581889248358,0.22623858632251162,0.17641831279960213,,0.0001
90,0.06141996280723395,0.0034055342317394297,0.03576245646911705,0.3457221892364987,0.22583519424669554,0.17607611113467905,0.06404717845782157,0.0001
91,0.06139574154631825,0.003403002783396497,0.035757614761542655,0.3456288904096551,0.22536007591449267,0.1760048631524344,,0.0001
92,0.06133826361664207,0.0033902298116443657,0.03558458264228832,0.34545815858017875,0.2252164315341744,0.17591594331075153,,0.0001
93,0.06130457872364857,0.0033913973146805017,0.03566901174312038,0.34526636682124734,0.22522150349578363,0.1756742747328463,,0.0001
94,0.06130693124145318,0.003396514778076769,0.03580238760073143,0.34523681110462456,0.22468818260456408,0.17559613797034784,,0.0001
95,0.0612469288268439,0.0033834580806758694,0.035580180221610073,0.3451019839249322,0.224580251054787,0.17549450678608985,0.06388096513767397,0.0001
96,0.061247896387979894,0.0033877691823077454,0.03567026056065503,0.3449807745710957,0.22417313287961424,0.1755329122709494,,0.0001
97,0.061196962145053005,0.003378878191537624,0.03558933073458544,0.34484294952894146,0.22360180301449867,0.17538836810925018,,0.0001
98,0.06122343171828666,0.003387824758831442,0.035716789474218746,0.34490882534068834,0.22369699042465543,0.17536074478583746,,0.0001
99,0.06114539242314848,0.003370098867212125,0.03565156984035789,0.3446372256914646,0.22365349912759358,0.1750987785561931,,0.0001
100,0.061082950933584325,0.003355459115397022,0.03540635471061669,0.3446017598893306,0.22292734480899196,0.17497405781738182,0.06394679452623091,0.0001
